usdot_num,user_created,date_created,user_updated,date_updated,company_name,company_url,city,state,total_complaints_2021,total_complaints_2022,total_complaints_2023,location,company_type
3767162,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.623Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.864Z,TEW BROTHERS MOVING LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30089651&id2=31859980&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",0
3769553,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.074Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.356Z,J&C MOORE TRUCKING LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30136373&id2=31906471&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",4
3771442,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.737Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:10.988Z,MONARCH FREIGHT LINE,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30135577&id2=31904324&f=search%3D5%26ads%3Da%26state%3DGA%26Submit%3DSearch,DALLAS,GA,0,0,0,"DALLAS, GA",0
3773197,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.244Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.326Z,CARRIER GLOBAL LOGISTICS INC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30133893&id2=31903099&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",0
3780679,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.850Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.122Z,BECKS TRANSPORTATION,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30144601&id2=31911473&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3785764,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.130Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.220Z,A-1 TRUCK LEASING  CORPORATION,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30140948&id2=31890002&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",1
3787819,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:40:14.106Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:53:07.246Z,MOVE N PACKS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30139452&id2=31887965&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,SEATTLE,WA,0,0,1,"SEATTLE, WA",1
3787955,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.327Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.648Z,TRUCKING COMPANY,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30139590&id2=31888069&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3790871,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.591Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.684Z,SILVER WHEELS LOGISTICS INC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30121306&id2=31884897&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",1
3802693,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:40:14.087Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:53:07.230Z,LM FAST FREIGHT LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30128772&id2=31807539&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,SEATTLE,WA,0,0,0,"SEATTLE, WA",1
3809824,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.930Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.205Z,DE' JAMES CONSORTIUM LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30123656&id2=31816790&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",2
3820731,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.233Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.530Z,RATTLER RESOURCES,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30033442&id2=31789773&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",0
3829349,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.774Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.024Z,A JOURNEY AHEAD LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30044573&id2=31797267&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",2
3829569,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.816Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.091Z,AMBITIOUS LOGISTICS,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30043901&id2=31797559&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3830945,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.370Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.700Z,YSB RELOCATION INC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30042630&id2=31795927&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3832467,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.251Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.332Z,CAZADORBEATS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30041780&id2=31794405&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",1
3832864,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.437Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.523Z,INFINITY PANTHER LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30042027&id2=31793750&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",1
3836316,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.271Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.586Z,SARETTA&SONS,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30022951&id2=31840234&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3842678,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.960Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.236Z,DTM VAN LINES LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30018195&id2=31849472&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3853583,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.863Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.135Z,BIG WILLIE'S TRUCKING,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30027652&id2=31822713&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",3
3859945,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.028Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.309Z,GREEN VAN LINES,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30071984&id2=31832991&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,1,"DALLAS, TX",17
3860640,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.084Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.363Z,JR MCCOY GROUP,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30071531&id2=31831766&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",0
3863902,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.115Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.388Z,KYBER LOGISTICS,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30069585&id2=31828776&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",0
3864941,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.268Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.582Z,SAGER LOGISTICS,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30069136&id2=31827739&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",2
3867352,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.866Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.138Z,BJ3 LOGISTICS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30066697&id2=31743150&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",2
3867659,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.993Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.268Z,FIORITO INC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30066986&id2=31742589&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",0
3873836,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:40:14.098Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:53:07.239Z,MEGA MOVERS GROUP LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30079248&id2=31736410&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,SEATTLE,WA,0,0,0,"SEATTLE, WA",1
3875121,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.799Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.052Z,ALL MONEY GOOD LOGISTICS,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30078159&id2=31752007&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3878642,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.376Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.461Z,FLEXIBLE RELOCATION SERVICES INC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30055335&id2=31748228&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",1
3878682,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.970Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.246Z,EMPIRE MOVERS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30075505&id2=31748460&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",2
3883117,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.145Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.423Z,LUV'S RELIABLE AUTO,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30073097&id2=31727131&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3884959,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.819Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.094Z,AMORELOVE TRUCKING,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=31427404&id2=31726057&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3886440,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.054Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.340Z,ILIFT LOGISTICS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30053988&id2=31724318&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3896318,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.150Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.239Z,ALL EQUIPMENT TRANSPORT INC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30064593&id2=31731080&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",2
3898877,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.006Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.281Z,FUDINI LOGISTICS & AUTO SALES,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30062163&id2=31728523&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",10000
3900285,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.158Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.441Z,MELANIN MOVERS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30061959&id2=31776011&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3906519,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.763Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.014Z,2ND2NONE ENTERPRISE LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30057885&id2=31770017&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3910087,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.151Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.432Z,MANY MILES MOVING LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29973371&id2=31782833&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3912221,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.339Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.431Z,EXCLUSIVE LOGISTICS GROUP LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29971656&id2=31779947&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",2
3915135,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.947Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.223Z,DESIGNER EXPRESS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29969476&id2=31777545&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3919483,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.120Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.210Z,3JS BOBCAT SERVICE CORP,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29967142&id2=31756301&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",0
3931739,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.324Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.644Z,TRIPLE UP LOGISTICS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29975404&id2=31760429&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3938498,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.389Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.475Z,GILZEAN LOGISTICS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29954217&id2=31671988&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",1
3940800,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:40:14.156Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:53:07.291Z,TICTAC RELOCATION,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29952723&id2=31686582&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,SEATTLE,WA,0,0,5,"SEATTLE, WA",2
3943678,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.178Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.467Z,MOVING ENHANCED,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29950482&id2=31683208&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3947195,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.536Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.630Z,MR DIAZ INC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29965292&id2=31679693&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",1
3948624,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.548Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.643Z,OTG TRUCKING SERVICE LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29964054&id2=31661606&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",0
3958987,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.382Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.468Z,FUTURE FORTUNE EXPRESS INC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30005931&id2=31667901&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",0
3959010,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.320Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.641Z,TRILOGY TRANSPORT AND ENERGY SERVICES LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30005893&id2=31667860&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3967772,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.342Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.434Z,EXCLUSIVE VAN LINES,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29999743&id2=31708522&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",0
3973220,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.601Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.731Z,SLIPSTREAM AUTO TRANSPORT LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30012511&id2=31718930&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",0
3974406,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.876Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.148Z,BOLD ENTERPRISE LOGISTICS,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30012223&id2=31718256&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",3
3975057,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.322Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.410Z,ENERG LOGISTICS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30011775&id2=31717863&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",0
3975699,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.016Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.294Z,GOING GOLDENN TRANSPORTATION LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29886143&id2=31716453&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3976069,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.196Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.281Z,BENJAMIN INSPECTION SERVICES LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30011376&id2=31716851&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",1
3979198,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.787Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.039Z,ADS ONE TRANSPORT LOGISTICS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30009301&id2=31713736&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3983205,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.296Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.614Z,"TAYLOR MCCRACKEN LOGISTICS, LLC",https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29989451&id2=31693075&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",2
3986749,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:40:14.005Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:53:07.153Z,AK MOVING LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29987832&id2=31689547&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,SEATTLE,WA,0,0,0,"SEATTLE, WA",1
3986764,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:15.025Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.305Z,GREEN PLANET MOVING LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29987813&id2=31689530&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",1
3994112,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:49.185Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:44.271Z,ARTMOVES,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29998655&id2=31698038&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,MIAMI,FL,0,0,0,"MIAMI, FL",8102
3995191,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:39:14.767Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:52:11.017Z,3-D AUTO REPAIR AND INVESTMENTS LLC,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29998430&id2=31696961&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,DALLAS,TX,0,0,0,"DALLAS, TX",4
