usdot_num,id,user_created,date_created,user_updated,date_updated,complaint_category,complaint_year,complaint_count
2886867,973fb106-1edc-469f-867f-95ad5ef6f27a,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.349Z,,,Weighing,2021,6
3379742,97e090d1-f3dc-444b-9c74-5c1b9a1c5964,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.540Z,,,Claim Settlement,2021,3
3698115,9839abb8-a8e2-4a5e-b668-94edab4dbc1e,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.769Z,,,Claim Settlement,2022,1
3491781,99e80ca8-fe25-4cc3-8a83-34c04a923cad,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.204Z,,,Pickup and Delivery,2023,4
3307068,9a1d1567-ec1e-43c7-82c6-7dc24c8509f5,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.686Z,,,Estimates/Final Charges,2022,1
3307068,9af70b1c-dbe4-4415-bba0-1121fd33aef9,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.674Z,,,Other Commercial Complaints,2021,1
3698115,9b874e74-13f3-4b73-97f0-e7825bfbd3b8,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.767Z,,,Loss and Damage,2022,2
3491781,9ef8f461-863a-492f-9e10-ad616a5fa72d,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.152Z,,,Estimates/Final Charges,2021,11
1151019,9f0e5bd7-2df4-439b-bd11-7257f165738c,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.608Z,,,Hostage,2021,1
2821065,9fb6a322-5aa6-4136-ad8e-d9f9f6f82f63,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.960Z,,,Shipment Documents,2021,6
2955542,9fedce3d-c11b-4eae-9517-675e2ffbc9c1,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.082Z,,,Claim Settlement,2021,2
2543958,a0f92f6d-996f-45fd-a929-6c723e4d54ef,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.269Z,,,Hostage,2022,3
3491781,a19275a0-e6c7-4fcb-b1b0-4f69f3f75fd7,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.196Z,,,Estimates/Final Charges,2023,4
2886867,a1a7295e-55e3-47cd-b200-0242c0de1141,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.351Z,,,Hostage,2021,5
3174328,a24a0f9b-8e74-44b1-be9c-0909af443821,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.174Z,,,Hostage,2022,3
3491781,a38c56d4-3d28-463e-8d38-c4b369f4bed4,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.171Z,,,Shipment Documents,2022,5
3174328,a3a3d586-1331-43d2-9ccd-c9d33eee86ad,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.186Z,,,Operating Authority,2023,1
2247863,a4ca894e-c661-4755-9a2f-d07238b80b73,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.310Z,,,Hostage,2022,7
2918300,a550133c-f184-4338-9718-a920522a4de3,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.085Z,,,Estimates/Final Charges,2022,1
2924244,a79c7aa3-18cd-418d-9aac-a89de786706c,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.136Z,,,Estimates/Final Charges,2023,1
3379742,a87ec69a-8845-4e1c-a327-3f5a9b45a721,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.527Z,,,Estimates/Final Charges,2021,4
3174328,a949f215-bcdc-44c3-a537-ace049007014,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.191Z,,,Shipment Documents,2023,1
1664920,aac7f558-9a06-4324-8efd-3af69ea5919a,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.018Z,,,Shipment Documents,2022,1
3174328,ab6a4f69-3d5a-4e2a-b085-0ad21061c6a2,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.179Z,,,Loss and Damage,2022,1
3006268,ab8b5523-0233-40ca-adf3-843efb7efb76,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.906Z,,,Estimates/Final Charges,2021,2
2543958,ab8dbfd3-450f-46ce-a09c-5da49639a106,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.259Z,,,Consumer Complaint(Deceptive Business Practices),2021,3
1151019,ab92bc4e-6318-4b37-a2ae-e97f91568d58,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.647Z,,,Pickup and Delivery,2023,1
2821065,ab9e5ebf-30e9-494c-9c8b-e42d7196a25b,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.985Z,,,Estimates/Final Charges,2022,7
2247863,ac8b0f98-7a20-49a9-8d1b-741560e2dbfb,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.314Z,,,Loss and Damage,2022,4
2543958,ac9fd4fb-3e3c-4870-a1d1-f3329db2f351,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.245Z,,,Estimates/Final Charges,2021,7
3307068,acf9a9bd-401e-4241-8931-644955b23d9c,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.667Z,,,Pickup and Delivery,2021,41
3859945,ad932746-10e0-4d22-8d3f-a61dad4cad7a,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.000Z,,,Shipment Documents,2023,1
1151019,adc0f97a-6e2f-41c5-af73-c458b2f241c7,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.618Z,,,Consumer Complaint(Deceptive Business Practices),2021,4
3712697,ae29311e-94c9-4604-900e-6bbf08881cdd,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.436Z,,,Shipment Documents,2022,7
3491781,af7c74d0-b8f3-4f78-8ed0-9815b82e35ad,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.209Z,,,Claim Settlement,2023,3
2543958,afe27888-8ef8-4a58-9dc8-a0536bd3d43b,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.276Z,,,Claim Settlement,2022,7
3006268,b08d9a5e-5287-495c-a95c-bcd89826bdb5,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.918Z,,,Consumer Complaint(Deceptive Business Practices),2021,2
1151019,b0e52a1f-f81d-457b-bffe-b6c7841ce41e,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.603Z,,,Estimates/Final Charges,2021,8
1664920,b134dfdd-206e-4edd-b1d6-1c9923d442bb,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.041Z,,,Estimates/Final Charges,2023,2
3376640,b13a7aae-63fc-4ba0-9de7-58a6ee0c1aab,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.014Z,,,Pickup and Delivery,2023,1
3505390,b1897abd-b234-44f3-9469-dd715967b294,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.676Z,,,Claim Settlement,2021,1
2886867,b28a2b04-cf91-477f-8891-0e44e1cbdcfd,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.382Z,,,Loss and Damage,2022,1
2955542,b28e2e14-ef53-41b4-8741-635107295381,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.104Z,,,Consumer Complaint(Deceptive Business Practices),2022,1
3006268,b337e7a2-e1ee-426d-b0ce-66398c7e1a18,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.957Z,,,Consumer Complaint(Deceptive Business Practices),2023,1
3698115,b34687d1-c889-410d-bc1b-4c129a012e91,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.772Z,,,Consumer Complaint(Deceptive Business Practices),2022,2
2955542,b3a10098-8f39-44e6-81f6-4501dd03b3ca,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.085Z,,,Consumer Complaint(Deceptive Business Practices),2021,1
3379742,b47014dc-1e69-4d0e-8de6-b1e06388bfd9,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.529Z,,,Weighing,2021,2
8257,b49ac46e-db07-440e-9e46-9321b939c99e,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.413Z,,,Hostage,2023,1
3405773,b4b69084-8ff2-4582-b156-e7857dd41baa,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.070Z,,,Weighing,2022,1
3180335,b5742234-9398-4113-8458-b6d4934d67eb,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.040Z,,,Consumer Complaint(Deceptive Business Practices),2023,2
3940800,b5f197d7-8458-4afa-85fc-c3eb5037299b,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.795Z,,,Loss and Damage,2023,1
3091833,b64cc812-03b8-4812-b810-7fe8af3de412,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.593Z,,,Loss and Damage,2022,2
3013492,b651ab2d-fe29-4b5e-8133-c587a532cdbd,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.400Z,,,Shipment Documents,2022,2
2821065,b71b64d8-1f70-4306-a62e-5c6d47f90085,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.989Z,,,Weighing,2022,3
3379742,b72e6135-ac35-4115-bd21-e04fa799aa3e,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.565Z,,,Weighing,2023,1
3379742,b76044ca-c8e2-42cc-87bd-ae3bd6ee45fd,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.548Z,,,Shipment Documents,2022,1
3491781,b7c537da-fc82-452f-87f9-48755fde1873,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.183Z,,,Loss and Damage,2022,8
2886867,b83501c5-eddb-4737-8742-8f67017d23c4,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.354Z,,,Pickup and Delivery,2021,10
3505390,b93d5977-0ca8-47e2-9019-31f5b361d0ac,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.674Z,,,Pickup and Delivery,2021,1
2886867,b97c99d5-9e3d-4a67-9bfb-7391c64d97e4,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.344Z,,,Shipment Documents,2021,8
2543958,b9af7c16-ff87-4e1c-80a3-437afe643c62,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.267Z,,,Weighing,2022,1
2886867,ba239c22-a9e9-4f84-a856-843ac3dc7657,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.367Z,,,Shipment Documents,2022,4
3006268,bb3e9a73-5f50-4223-bbc1-133329faeec6,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.947Z,,,Weighing,2023,1
2139244,bb7d3445-00c7-4309-91a9-fdf4f4e4515a,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.137Z,,,Weighing,2021,1
1664920,bb7e83d5-e0e6-4894-95e5-03ec8724daed,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.022Z,,,Weighing,2022,1
2139244,bb86b56b-8fcd-438c-a8fd-3e0e2600fd1c,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.151Z,,,Claim Settlement,2022,1
2821065,bba3902f-1b08-48c3-a530-9c958ba4106f,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.967Z,,,Hostage,2021,4
3376640,bc75b445-4ef2-4ada-88f2-14a4a017babf,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.021Z,,,Consumer Complaint(Deceptive Business Practices),2023,1
3712697,bcca6457-65a4-4ecf-89c2-22023ec46835,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.419Z,,,Operating Authority,2021,1
2239995,bcfb1366-2846-49d4-baf2-c8dd499b29a4,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.474Z,,,Pickup and Delivery,2023,1
3405773,bd330236-f95c-4d00-b0df-f7a3d95eb583,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.050Z,,,Weighing,2021,2
2543958,bd8cc389-9375-40e1-8a00-969b3d000a00,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.250Z,,,Hostage,2021,3
3379742,be9030b8-97af-44ea-88dd-18d4a2c930c3,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.574Z,,,Claim Settlement,2023,1
3013492,bf3969e4-8c40-4045-adb2-35a27d26ffe7,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.421Z,,,Estimates/Final Charges,2023,1
3179208,c0472c61-91bd-494f-9471-351935d30833,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:52.944Z,,,Claim Settlement,2022,1
8257,c0a5d4f2-5707-4912-a5d2-4f29880e6aa1,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.411Z,,,Loss and Damage,2022,1
2239995,c0a9e08f-471a-4d85-b8fc-89fb6f72ef32,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.481Z,,,Consumer Complaint(Deceptive Business Practices),2023,2
3013492,c0b26d67-00fb-4de1-9985-085184b9e992,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.416Z,,,Consumer Complaint(Deceptive Business Practices),2022,2
1413859,c0d8b8f8-d8a8-4e91-9d41-ad77f3ef54f0,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.109Z,,,Insurance,2022,1
2924244,c1a045a4-e796-4154-b3d1-a801f71ef91b,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.146Z,,,Consumer Complaint(Deceptive Business Practices),2023,1
3500694,c1f1ac28-e795-4ee0-bf50-d3ccf5688879,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:52.989Z,,,Loss and Damage,2021,1
3859945,c1f38514-0348-42df-9ef9-0b11091e145c,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.008Z,,,Claim Settlement,2023,1
2821065,c247972f-bfe4-4ba6-b09f-14a1bdf8395a,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.971Z,,,Loss and Damage,2021,4
3491781,c24f4d29-56ad-4f49-9b5b-139e8560a206,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.178Z,,,Hostage,2022,5
2886867,c2934ed3-4b96-45c2-956e-22841979ba89,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.395Z,,,Pickup and Delivery,2023,2
2239995,c2a97e6f-cca1-4327-81a0-eaec821e0f26,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.445Z,,,Shipment Documents,2022,2
3379742,c2a9fa2d-e6e3-43c9-a6b1-6f68e65cfcf7,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.538Z,,,Loss and Damage,2021,4
3174328,c31868de-0fe5-4bda-bb4b-042bd89b0fcc,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.194Z,,,Estimates/Final Charges,2023,1
2955542,c3966399-cdd3-4699-b9fb-38a54f1458c5,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.093Z,,,Weighing,2022,1
2247863,c411a1ba-23dc-4957-8ceb-a775a869fefc,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.283Z,,,Shipment Documents,2021,15
3006268,c466aa65-091a-4ffe-a3cb-9312308a88fe,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.908Z,,,Weighing,2021,1
3307068,c4c0a2f9-66ff-439b-a854-823eb5315bc5,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.681Z,,,Insurance,2022,1
3698115,c5d86d0c-732b-4907-87dc-afb8693fff8c,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.762Z,,,Weighing,2022,1
2372043,c5f6691b-585c-4f77-a3f3-9aa00c318b1c,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.125Z,,,Pickup and Delivery,2022,2
3712697,c60968ed-b139-4c76-b9a7-f9c6932772d7,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.653Z,,,Hostage,2023,1
2821065,c7882487-4ece-497b-ade5-9be87d15b253,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.003Z,,,Claim Settlement,2022,7
3307068,c7d9ebde-0a95-4b26-82df-d6f65c3c9b51,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.702Z,,,Consumer Complaint(Deceptive Business Practices),2022,2
3505390,c81fd967-ed04-464c-b34e-1c3a02a96b48,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.730Z,,,Consumer Complaint(Deceptive Business Practices),2021,1
2247863,ca9d74f4-3d49-49cb-860a-84e40ec8289d,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.328Z,,,Weighing,2023,2
3006268,caa1cbd0-566e-4650-b41f-4721cd2cd610,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.942Z,,,Shipment Documents,2023,1
2258113,cabb7569-15e6-4557-9e77-d0eb4f220b78,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:52.976Z,,,Consumer Complaint(Deceptive Business Practices),2022,4
2139244,cb8fbe8d-6164-46f4-9ad4-a84c9b9cf2e3,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.142Z,,,Loss and Damage,2021,2
2543958,cb9285fc-ba31-407b-ad8d-5b0fc72a7756,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.257Z,,,Claim Settlement,2021,4
2543958,ce1fb134-971b-402c-b0a7-fcc794246cba,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.247Z,,,Weighing,2021,2
3013492,ce3e051f-8fe2-44e9-8559-6967a9258bc5,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.418Z,,,Shipment Documents,2023,1
2924244,ce628514-660a-4457-90a9-fd048ac628af,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.141Z,,,Loss and Damage,2023,1
3698115,ced19e82-ac5a-40c0-99e1-406d865eea22,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.774Z,,,Operating Authority,2023,1
3491781,cf2323c7-49bf-4028-b313-bb327bcd4ea8,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.199Z,,,Weighing,2023,1
3405773,cf9a953e-4d18-4368-adde-a67af0cd0871,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.075Z,,,Pickup and Delivery,2022,2
1664920,d0129b50-dff1-47e8-916e-9fad561b6b55,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.028Z,,,Pickup and Delivery,2022,1
2265822,d0d9e732-0138-4338-a2f6-2db63af99d01,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.522Z,,,Claim Settlement,2021,1
2955542,d0f97ca3-ed9f-48c8-b716-f0865b9c35b2,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.061Z,,,Estimates/Final Charges,2021,3
1151019,d190923c-45c8-4c87-9982-2dc4ee4d1d2c,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.653Z,,,Consumer Complaint(Deceptive Business Practices),2023,1
3307068,d22e7154-e7f7-41cb-a7ed-705995f2699b,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.665Z,,,Hostage,2021,22
2821065,d2534e2a-d960-47ef-af2a-f332328c655f,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:13.979Z,,,Operating Authority,2022,1
2543958,d26ed70c-d297-4e3d-9fbd-c306914406a3,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.254Z,,,Loss and Damage,2021,5
1151019,d2ebd26b-1486-4591-a5a7-8a39565b6ce5,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.635Z,,,Claim Settlement,2022,2
3091833,d2efb590-f376-4bda-a6a8-0a7fd33554d5,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.598Z,,,Consumer Complaint(Deceptive Business Practices),2022,2
3165347,d303a734-d779-4192-9108-248f94f49a45,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.486Z,,,Pickup and Delivery,2022,1
3307068,d428753e-572e-49fb-baf8-84327b05f752,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.697Z,,,Loss and Damage,2022,1
3712697,d43f2496-b588-4586-a899-6ff07c5f057d,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.422Z,,,Estimates/Final Charges,2021,1
3091833,d515ba6d-c04c-483c-b94d-b777470396c8,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.583Z,,,Estimates/Final Charges,2022,3
3174328,d5509456-bd2c-4c33-8f7f-08c36d501dd6,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.197Z,,,Weighing,2023,1
2247863,d5cc0869-5a7c-45b0-89ab-c94d7230fdcf,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.281Z,,,Operating Authority,2021,1
3940800,d5e3a0e5-39e0-4d54-9e99-75f0eeb5b4cd,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.790Z,,,Hostage,2023,2
3405773,d66f6279-3e6d-46ad-9059-d202c2f4dd94,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.043Z,,,Operating Authority,2021,1
3163291,d74f67b0-513f-4e7e-9609-199c31762aec,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.053Z,,,Consumer Complaint(Deceptive Business Practices),2023,1
2247863,d76db688-d77e-4f0c-bc03-2fe9e68b33d2,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.303Z,,,Shipment Documents,2022,6
1475638,d7a36c94-ec80-4dfb-a69c-38b0313bda5b,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.233Z,,,Loss and Damage,2021,1
3091833,d960a07b-f07f-4acc-9048-4834beaa5d90,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.588Z,,,Hostage,2022,1
2265822,da348dd8-f122-476f-a3c9-1e09972dd856,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.519Z,,,Pickup and Delivery,2021,1
2372043,dac9d193-00f4-4675-b182-2be82445d115,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.107Z,,,Loss and Damage,2021,6
3505390,db1b01f7-44e0-43bd-a2c9-41ab7bf5ef95,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.671Z,,,Hostage,2021,1
2955542,db76f9ef-3e69-44fe-809c-3c9ccdab4cfc,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.073Z,,,Pickup and Delivery,2021,2
1664920,dbc54062-a42e-440a-9e65-b1009f449f28,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T17:59:53.025Z,,,Hostage,2022,1
1151019,dcd36b8a-cea2-47ae-9a44-1730da3453cf,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.644Z,,,Weighing,2023,1
2249592,dde0369d-b193-4339-94c4-ee6734ae627e,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.514Z,,,Claim Settlement,2021,1
2886867,de5c7ada-2dfa-4dd8-9ec2-a13ea290d1c1,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.363Z,,,Consumer Complaint(Deceptive Business Practices),2021,11
3307068,deb0045e-4bbf-45df-8910-991db0e01a65,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.679Z,,,Operating Authority,2022,1
3307068,deeeaebe-d850-4477-8f60-6295e90e88c4,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.655Z,,,Operating Authority,2021,6
2239995,df7e4e26-16e7-44fc-84f0-bb7c98666ac5,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.462Z,,,Pickup and Delivery,2022,4
2030210,dfcfe063-d725-4d57-9317-d59484bd794b,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.754Z,,,Consumer Complaint(Deceptive Business Practices),2021,2
1151019,e022502b-e4e0-4fa8-bfa9-180c1556134e,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.612Z,,,Loss and Damage,2021,7
2924244,e07244cf-b28a-4fe9-817c-7796acd43529,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.139Z,,,Weighing,2023,1
2247863,e0b682fd-1ecd-4b62-a430-a9d7942b22ef,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.316Z,,,Claim Settlement,2022,4
3940800,e0f2159f-d51d-4db6-9e68-03e35edce42e,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:26.787Z,,,Weighing,2023,2
3405773,e13adda1-267e-400a-aaef-4fb070c8e3d1,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:00:14.065Z,,,Shipment Documents,2022,1
